Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate
STU0304,Female,14,Some College,32.0,5.1,1,74.4,80.8,63.0,2.99,0.127
STU0305,Female,17,Some College,53.2,10.7,3,84.3,88.7,88.8,3.48,0.178
STU0306,Male,17,Master's Degree,7.1,4.0,0,33.0,38.9,47.0,1.74,0.077
STU0307,Female,14,Master's Degree,30.8,8.0,4,61.6,60.8,48.5,2.14,0.229
STU0308,Female,14,Bachelor's Degree,28.9,10.9,4,74.0,77.3,68.6,2.81,0.01
STU0309,Female,17,Some College,53.0,7.6,2,88.4,83.6,84.8,3.33,0.166
STU0310,Male,17,Master's Degree,14.7,5.1,3,53.2,56.1,60.3,2.03,0.246
STU0311,Female,14,Master's Degree,17.0,8.3,1,60.3,79.6,66.1,2.8,0.121
STU0312,Male,14,Master's Degree,58.2,5.1,4,95.8,90.4,95.7,3.88,0.151
STU0313,Female,15,Some College,44.8,3.1,0,73.1,70.4,78.5,3.04,0.115
STU0314,Female,18,High School,38.8,5.1,3,72.0,76.4,87.8,3.05,0.207
STU0315,Male,15,Master's Degree,17.6,6.8,0,63.7,61.6,55.2,2.46,0.051
STU0316,Female,16,High School,19.0,5.3,4,50.0,50.5,50.1,2.2,0.158
STU0317,Female,17,High School,52.2,5.3,2,91.8,86.1,77.7,2.99,0.141
STU0318,Male,16,High School,39.7,3.4,0,56.7,70.8,65.9,2.6,0.063
STU0319,Female,16,High School,13.0,4.7,2,36.5,32.5,,1.48,0.237
STU0320,Female,17,Doctorate,44.0,7.2,4,62.2,56.5,55.9,2.19,0.119
STU0321,Male,16,Bachelor's Degree,37.6,5.4,2,68.4,71.9,51.8,2.64,0.027
STU0322,,18,Some College,20.0,9.0,1,56.1,65.0,65.9,2.95,0.114
STU0323,Female,14,,8.4,9.0,1,57.4,56.9,61.1,2.33,0.027
STU0324,Male,16,High School,17.9,3.6,2,68.0,71.6,68.3,2.87,0.236
STU0325,Female,16,High School,15.1,5.6,1,70.5,76.5,65.7,2.82,0.056
STU0326,Female,14,Doctorate,13.4,10.8,4,47.0,36.0,53.3,1.96,0.208
STU0327,Female,17,Bachelor's Degree,34.6,9.3,4,65.3,65.0,80.9,2.93,0.223
STU0328,Male,15,Doctorate,6.9,7.3,1,39.8,30.8,36.6,1.43,0.239
STU0329,Female,14,Bachelor's Degree,25.6,8.3,2,60.8,75.0,60.4,2.5,0.024
STU0330,Female,16,Some College,31.3,8.3,4,78.7,77.5,75.3,2.6,0.021
STU0331,Female,16,High School,7.0,3.4,0,61.0,67.7,66.6,2.5,-0.3
STU0332,Female,18,High School,12.4,3.1,4,56.5,69.9,62.6,2.42,0.156
STU0333,Male,15,Master's Degree,37.7,10.8,,81.6,93.2,87.1,3.56,0.106
STU0334,Female,14,Doctorate,2.7,6.5,3,57.1,44.3,65.7,2.1,0.138
STU0335,Female,17,Doctorate,50.2,5.9,1,87.4,80.8,84.4,3.37,0.236
STU0336,Male,18,Doctorate,10.5,10.4,0,--,59.8,51.5,2.54,0.227
STU0337,Female,18,High School,50.0,9.1,2,77.3,83.0,81.7,3.4,
STU0338,Male,17,High School,56.5,11.6,2,96.9,90.2,84.5,3.54,0.116
STU0339,Female,18,Some College,14.4,5.4,1,49.4,57.3,53.2,2.57,0.248
STU0340,Male,18,Bachelor's Degree,58.2,4.0,2,85.2,73.5,81.1,3.52,0.215
STU0341,Male,17,Master's Degree,13.8,8.5,4,57.7,49.3,53.2,2.25,0.197
STU0342,Female,16,Doctorate,8.9,10.7,2,34.9,65.2,56.2,1.99,0.227
STU0343,Male,14,Some College,1.6,7.6,3,46.6,41.7,55.1,1.65,0.203
STU0344,Male,14,Some College,10.6,8.7,4,60.7,58.9,60.4,2.5,0.071
STU0345,Male,16,Doctorate,51.7,9.6,4,66.4,58.1,69.6,2.54,0.005
STU0346,Female,18,Doctorate,18.0,5.9,3,67.3,67.1,69.3,2.46,0.002
STU0347,Female,15,Bachelor's Degree,14.2,4.4,3,45.4,52.0,40.5,1.37,0.074
STU0348,Male,17,Bachelor's Degree,8.1,11.1,3,68.3,55.6,61.6,2.84,0.042
STU0349,Male,18,High School,36.2,6.5,0,69.1,69.8,61.9,3.07,0.224
STU0350,Male,14,High School,22.1,10.5,4,68.9,66.9,72.3,2.58,0.184
STU0351,Male,14,Master's Degree,5.3,6.9,4,63.2,69.5,58.7,2.48,0.152
STU0352,Male,17,Master's Degree,28.2,4.4,2,38.0,58.4,49.7,1.73,0.201
STU0353,Female,14,Some College,35.5,11.0,1,81.9,77.8,83.8,3.45,0.086
STU0354,Male,15,High School,29.9,3.1,4,59.8,52.3,61.7,2.55,0.063
STU0355,Female,15,Master's Degree,4.1,11.1,3,70.6,59.8,55.4,2.43,0.02
STU0356,Male,16,Some College,29.4,10.2,4,80.9,72.6,83.2,3.12,0.149
STU0357,Female,17,Doctorate,0.0,7.6,4,42.9,48.0,39.8,1.85,0.028
STU0358,Male,16,High School,51.2,4.6,2,89.9,83.0,100,3.87,0.018
STU0359,Male,18,Doctorate,3.9,7.7,3,61.9,57.5,72.3,9.5,0.163
STU0360,Male,14,Doctorate,19.7,6.4,0,56.9,63.4,58.5,2.55,0.163
STU0361,Female,15,Doctorate,48.5,9.0,0,90.0,96.3,100,3.85,0.129
STU0362,Male,17,Some College,53.8,10.4,1,94.1,80.1,92.7,4.0,0.067
STU0363,Female,14,Master's Degree,30.6,10.1,0,73.0,70.9,71.0,3.52,0.136
STU0364,Male,16,Master's Degree,1.8,9.2,0,63.1,62.8,65.4,2.71,0.123
STU0365,Female,18,High School,36.7,7.7,0,81.1,89.7,87.3,3.25,0.016
STU0366,Male,14,Master's Degree,11.9,9.0,3,55.6,35.7,56.6,2.33,0.072
STU0367,Male,17,Doctorate,52.6,8.2,3,88.1,87.3,90.4,2.91,0.189
STU0368,Female,16,Some College,22.4,3.9,1,64.8,66.3,64.6,2.72,0.024
STU0369,Male,18,High School,9.4,6.2,2,63.8,52.7,52.5,2.05,0.18
STU0370,Male,15,Doctorate,23.8,9.4,4,54.8,52.4,56.5,2.29,0.032
STU0371,Female,18,Some College,53.8,3.4,3,93.3,77.2,73.8,3.28,0.132
STU0372,Male,14,Some College,16.9,10.2,4,59.6,68.1,58.7,2.25,0.159
STU0373,Male,17,Master's Degree,1.6,10.6,0,62.5,65.1,56.4,2.55,0.211
STU0374,Male,15,High School,21.5,11.7,2,72.9,51.6,72.8,2.55,0.107
STU0375,Female,14,Some College,11.8,10.5,2,67.1,61.0,78.6,2.81,0.24
STU0376,Female,14,High School,17.0,11.0,1,69.1,51.4,64.5,2.34,0.014
STU0377,Male,18,Master's Degree,30.9,5.2,2,63.5,62.3,56.0,2.07,0.084
STU0378,Male,15,Some College,103.7,3.1,0,53.1,43.1,48.9,1.78,0.183
STU0379,Female,18,Master's Degree,39.6,7.9,0,75.1,81.1,61.7,3.2,0.24
STU0380,Female,14,Some College,31.2,5.6,0,89.9,84.8,81.6,3.49,0.156
STU0381,Female,15,Bachelor's Degree,31.0,3.3,3,66.6,73.2,51.8,2.7,0.068
STU0382,Male,15,Some College,14.1,3.6,2,26.3,25.0,23.3,1.17,0.097
STU0383,Female,16,Some College,20.9,9.8,3,52.8,67.9,65.5,,0.144
STU0384,Male,16,Master's Degree,28.3,,3,46.7,47.7,51.8,2.11,0.217
STU0385,Male,18,Doctorate,46.0,4.4,3,91.0,87.2,87.4,3.64,0.052
STU0386,Female,18,Bachelor's Degree,1.1,5.5,2,31.4,47.1,47.4,1.9,0.082
STU0387,Female,16,Master's Degree,51.3,10.3,0,71.6,81.2,85.1,2.82,0.176
STU0388,Female,18,Master's Degree,45.1,11.7,4,83.2,88.6,85.8,3.27,0.048
STU0389,Female,18,Doctorate,39.1,4.1,3,63.5,66.4,64.8,2.54,0.227
STU0390,Male,14,Doctorate,10.8,11.0,3,77.0,75.8,75.6,3.14,0.219
STU0391,Female,17,Master's Degree,42.1,7.4,2,87.8,90.0,97.4,3.66,0.035
STU0392,Female,14,Doctorate,59.3,4.0,2,93.5,100,96.3,3.69,0.029
STU0393,Female,18,Doctorate,33.7,8.5,2,79.1,97.4,81.0,3.64,0.183
STU0394,Male,15,Some College,49.8,9.6,1,85.9,86.0,91.5,3.4,0.114
STU0395,Female,17,Some College,16.9,7.3,4,57.9,66.1,57.4,2.29,0.058
STU0396,Male,16,High School,11.2,9.9,1,65.2,54.9,61.7,2.12,0.23
STU0397,Female,16,Some College,41.9,10.9,3,78.5,71.3,74.5,2.92,0.054
STU0398,Female,18,High School,49.7,6.6,1,81.8,77.9,67.5,3.13,0.169
STU0399,Female,17,Bachelor's Degree,1.4,8.4,0,59.7,54.1,70.4,2.5,0.034
STU0400,Female,15,Some College,49.8,5.7,2,77.3,84.7,72.9,3.36,0.029
STU0401,Male,17,Bachelor's Degree,20.9,11.6,0,77.7,85.1,80.7,3.47,0.218
STU0402,Male,14,Some College,46.6,3.3,1,77.2,86.7,83.3,3.49,0.037
STU0403,Female,17,Bachelor's Degree,40.5,7.9,0,63.8,64.1,71.0,2.49,0.227
STU0404,Female,16,Master's Degree,49.1,3.4,0,66.1,64.1,66.6,2.58,0.001
STU0405,Male,15,Doctorate,54.8,7.4,2,73.0,68.3,71.5,3.15,0.017
STU0406,Female,18,High School,16.5,6.1,4,52.3,52.5,64.0,2.2,0.087
STU0407,Male,15,Doctorate,19.9,8.4,2,61.3,58.0,56.4,2.48,0.156
STU0408,Female,14,High School,30.1,12.0,1,68.2,67.3,66.8,2.97,0.056
STU0409,Female,15,Doctorate,2.7,3.1,2,45.5,52.6,32.1,2.13,0.191
STU0410,Female,17,Bachelor's Degree,24.9,9.5,2,76.9,78.2,82.1,2.95,0.027
STU0411,Female,16,High School,57.7,10.0,0,93.2,100,94.6,3.76,0.178
STU0412,Male,16,Bachelor's Degree,6.3,11.8,4,57.2,58.6,63.1,2.82,0.081
STU0413,Female,17,Master's Degree,19.8,7.6,3,76.5,75.8,78.1,3.0,0.142
STU0414,Female,17,Master's Degree,15.9,3.7,2,51.7,51.3,57.4,2.02,0.23
STU0415,Female,16,Master's Degree,22.5,11.0,4,64.3,67.0,70.2,2.62,0.027
STU0416,Male,18,High School,48.1,5.6,4,80.4,76.8,78.9,3.09,0.055
STU0417,Male,16,Master's Degree,19.2,4.5,4,56.5,51.5,56.7,2.05,0.104
STU0418,Female,16,Some College,4.2,6.7,4,61.5,54.5,55.3,2.57,0.15
STU0419,Female,16,Doctorate,25.7,7.9,4,70.7,,82.6,2.9,0.011
STU0420,Female,15,High School,35.6,10.6,4,82.3,73.4,79.7,2.91,0.12
STU0421,Male,18,Some College,9.6,8.5,0,67.6,65.1,68.9,2.69,0.01
STU0422,Female,17,Some College,50.5,10.0,0,96.1,89.9,100,3.77,0.144
STU0423,Female,14,Some College,0.5,11.9,1,48.0,61.5,44.8,2.35,
STU0424,Male,18,High School,54.7,9.8,0,82.1,77.9,81.2,3.25,0.169
STU0425,Male,18,Master's Degree,13.2,3.7,2,65.1,68.0,62.7,2.48,0.209
STU0426,Female,16,Some College,,4.6,4,59.5,57.6,69.5,2.16,0.139
STU0427,Female,15,Bachelor's Degree,57.0,4.5,4,76.5,79.1,90.4,3.02,0.079
STU0428,Female,16,Bachelor's Degree,9.3,10.4,0,58.7,46.5,60.3,2.16,0.07
STU0429,Male,18,Doctorate,45.5,7.5,1,95.6,93.5,87.8,3.6,0.027
STU0430,Female,14,Doctorate,1.0,10.3,2,58.7,59.7,54.4,2.29,0.041
STU0431,Male,16,Bachelor's Degree,59.6,9.5,0,85.4,91.8,86.8,3.39,0.193
STU0432,Female,18,Master's Degree,5.3,7.5,3,51.3,55.6,49.9,1.84,0.088
STU0433,Male,16,Master's Degree,52.3,10.4,1,81.1,77.9,85.5,3.02,0.165
STU0434,Male,18,Some College,1.6,5.2,3,24.0,34.7,21.8,0.73,0.144
STU0435,Female,18,Bachelor's Degree,16.4,3.3,2,--,54.7,63.3,2.27,0.228
STU0436,Female,15,High School,12.0,6.1,3,47.8,53.1,59.9,2.35,0.126
STU0437,Male,18,High School,14.0,9.6,4,67.9,55.0,66.6,2.93,0.01
STU0438,Female,18,High School,1.0,3.5,4,31.0,20.5,26.3,1.3,0.239
STU0439,Male,18,Master's Degree,59.1,11.2,4,100,100,100,3.71,0.187
STU0440,,14,Master's Degree,1.7,7.8,0,46.5,47.1,52.3,1.77,0.246
STU0441,Female,17,Doctorate,19.6,8.5,2,61.1,61.3,65.9,2.6,0.133
STU0442,Male,16,Master's Degree,28.5,8.5,3,54.0,57.6,57.3,2.33,0.148
STU0443,Female,18,Some College,25.9,10.9,0,85.4,88.2,81.0,3.23,0.067
STU0444,Male,17,Master's Degree,17.1,7.3,1,47.3,52.9,51.5,1.78,0.062
STU0445,Male,16,High School,57.9,8.7,3,83.7,100,90.1,3.67,0.199
STU0446,Female,17,Doctorate,6.5,7.9,1,47.1,42.5,42.9,1.94,0.058
STU0447,Male,14,High School,5.6,7.8,0,49.4,41.1,48.8,1.73,0.21
STU0448,Male,17,Master's Degree,39.6,6.5,2,81.1,68.0,74.3,2.8,0.003
STU0449,Male,17,Bachelor's Degree,33.0,4.6,2,59.0,57.5,55.7,2.34,0.062
STU0450,Male,16,Doctorate,7.0,8.0,4,40.4,50.4,38.3,1.73,0.058
STU0451,Male,18,Some College,,4.7,2,92.7,96.4,93.7,3.61,0.238
STU0452,Male,16,Master's Degree,36.0,6.7,4,74.7,72.9,91.5,3.12,0.098
STU0453,Female,14,High School,16.4,7.2,1,45.3,53.2,41.6,1.81,0.166
STU0454,Female,16,Some College,4.0,6.7,2,44.5,55.1,48.4,1.95,0.201
STU0455,Female,14,Master's Degree,51.6,5.6,3,83.3,76.8,79.7,3.37,0.117
STU0456,Male,16,Master's Degree,9.3,7.2,3,39.6,40.1,48.2,1.87,0.198
STU0457,Female,18,High School,10.5,7.3,2,52.9,63.4,55.9,2.36,0.055
STU0458,Female,16,High School,22.7,10.5,1,75.6,54.9,73.1,2.93,0.012
STU0459,Female,14,Bachelor's Degree,38.3,7.7,2,81.6,71.2,88.1,2.98,0.111
STU0460,Male,15,High School,56.2,6.5,3,82.5,91.7,94.3,3.71,0.149
STU0461,Female,15,Doctorate,21.0,8.1,0,66.0,57.4,58.9,2.23,0.076
STU0462,Female,17,Bachelor's Degree,8.9,11.2,3,45.2,54.1,49.3,1.96,0.146
STU0463,Male,14,Bachelor's Degree,23.9,6.1,0,64.0,59.4,54.5,2.13,0.236
STU0464,Male,16,Bachelor's Degree,58.0,4.3,1,86.0,96.5,89.1,3.69,0.071
STU0465,Male,14,Doctorate,57.5,3.3,0,68.6,77.1,72.6,-1,0.023
STU0466,Female,17,Bachelor's Degree,34.8,9.9,1,63.6,75.7,71.0,2.51,0.148
STU0467,Male,17,Master's Degree,45.5,9.4,4,70.2,82.8,94.8,3.61,0.12
STU0468,Male,17,Bachelor's Degree,36.2,6.7,4,86.7,74.9,92.3,3.56,0.081
STU0469,Female,4,Doctorate,7.9,8.1,0,53.3,44.1,57.8,2.19,0.039
STU0470,Female,18,High School,20.6,9.6,3,66.9,67.0,68.2,2.84,0.239
STU0471,Male,16,Bachelor's Degree,52.9,3.5,1,88.9,90.8,71.9,3.45,0.232
STU0472,Female,18,High School,25.4,5.2,1,69.7,80.5,75.1,9.5,0.035
STU0473,Male,18,Some College,4.5,9.5,1,52.1,56.5,52.7,1.97,0.129
STU0474,Male,17,Some College,34.1,11.2,2,73.6,82.3,83.5,3.17,0.17
STU0475,Female,15,Doctorate,36.1,7.3,3,70.9,69.1,69.3,3.06,0.037
STU0476,Female,16,Doctorate,1.9,4.0,4,60.5,41.3,52.6,2.29,0.178
STU0477,Male,18,Some College,49.0,5.5,2,55.4,62.7,67.8,2.19,0.072
STU0478,Female,15,Some College,32.1,5.4,2,60.4,60.8,58.4,2.64,0.206
STU0479,Female,15,Some College,41.2,6.8,1,73.7,68.9,73.6,3.11,0.127
STU0480,Female,14,Bachelor's Degree,11.6,7.7,1,60.1,54.8,60.3,1.98,0.047
STU0481,Female,17,Master's Degree,38.1,11.9,3,66.1,75.1,63.8,2.49,0.108
STU0482,Male,15,Doctorate,16.3,3.5,1,56.7,50.4,51.3,2.0,0.072
STU0483,Female,17,High School,24.3,5.4,1,63.2,51.4,53.3,2.14,0.03
STU0484,Male,17,Master's Degree,51.3,8.3,0,88.8,86.4,80.9,3.24,0.183
STU0485,Female,15,Bachelor's Degree,10.7,7.9,3,61.7,59.8,63.0,2.4,0.05
STU0486,Female,3,Bachelor's Degree,43.0,4.8,4,68.5,82.9,68.8,2.72,0.21
STU0487,Male,18,Master's Degree,23.0,5.1,3,53.7,54.5,57.6,2.11,0.149
STU0488,Male,18,Doctorate,18.9,8.2,3,67.4,57.5,63.6,2.38,0.078
STU0489,Male,16,Doctorate,51.9,3.9,0,79.2,94.0,88.7,3.27,0.06
STU0490,Female,18,High School,35.0,9.6,0,84.5,81.2,82.2,3.57,0.247
STU0491,Male,16,High School,19.2,11.3,4,60.0,51.9,66.4,2.54,0.082
STU0492,Female,14,Bachelor's Degree,54.6,10.2,2,88.5,93.5,90.7,3.44,0.004
STU0493,Female,15,Bachelor's Degree,45.6,9.8,3,94.6,98.5,96.4,3.93,0.054
STU0494,Male,16,Some College,27.3,5.6,1,69.7,62.8,58.0,2.33,0.249
STU0495,Female,14,Some College,14.1,4.8,3,51.1,47.0,39.1,,0.204
STU0496,Male,18,Some College,39.5,8.9,3,82.8,74.4,84.5,3.34,0.177
STU0497,Female,15,Doctorate,20.2,8.8,3,69.4,76.9,69.0,2.82,0.059
STU0498,Male,14,High School,18.5,11.8,2,71.1,62.7,79.1,3.25,0.142
STU0499,Male,17,Doctorate,49.1,9.5,4,72.4,83.1,72.1,2.95,0.073
STU0500,Female,18,Master's Degree,48.3,11.1,2,90.1,85.4,81.0,3.16,0.196
STU0501,Male,18,Master's Degree,47.5,7.0,4,89.7,70.2,74.8,3.08,0.19
STU0502,Male,16,Some College,53.9,9.9,0,79.0,85.1,78.0,3.31,0.007
STU0503,Male,14,Some College,50.3,4.5,1,69.7,83.9,73.8,2.55,0.158
STU0504,Male,14,Bachelor's Degree,15.5,7.9,4,56.0,35.9,41.9,1.5,0.151
STU0505,Female,16,Master's Degree,6.9,6.8,4,76.0,68.8,77.6,2.87,0.226
STU0506,Female,18,Doctorate,57.2,11.6,4,96.2,81.4,100,3.6,0.107
STU0507,Female,14,Bachelor's Degree,56.8,9.2,3,100,92.3,100,3.88,0.204
STU0508,Male,17,Some College,26.0,4.3,0,56.3,55.3,61.0,2.31,0.197
STU0509,Male,17,High School,45.5,9.7,3,77.0,77.3,78.1,2.99,0.213
STU0510,Male,18,Doctorate,20.9,3.7,2,66.5,58.9,58.1,2.41,0.079
STU0511,Female,16,Bachelor's Degree,1.7,5.4,1,32.3,45.1,43.0,1.43,0.119
STU0512,Female,16,Bachelor's Degree,55.7,8.3,2,100,100,100,4.0,0.242
STU0513,Male,14,Some College,5.5,4.7,4,37.5,39.5,41.4,1.64,0.076
STU0514,Female,18,High School,36.8,9.0,3,76.5,77.5,81.2,2.92,0.026
STU0515,Female,15,Bachelor's Degree,47.9,7.6,3,100,92.4,90.9,4.0,0.016
STU0516,Male,16,Bachelor's Degree,10.7,8.5,3,49.8,74.2,44.3,2.59,0.194
STU0517,Male,15,Bachelor's Degree,52.1,8.2,3,93.5,80.4,83.5,3.35,0.072
STU0518,Male,17,Master's Degree,12.2,3.7,4,54.1,60.1,48.6,2.1,0.036
STU0519,Female,18,Some College,45.2,4.0,3,92.8,85.2,89.5,3.54,0.174
STU0520,Female,14,Master's Degree,32.5,4.1,2,77.1,75.0,64.9,2.68,0.055
STU0521,Female,17,Some College,46.1,6.1,4,91.2,89.6,88.4,3.5,0.249
STU0522,Female,18,Doctorate,0.0,4.2,2,49.3,54.5,44.3,2.12,0.127
STU0523,Female,18,High School,25.3,8.2,0,100,100,98.5,3.98,0.088
STU0524,Female,17,Bachelor's Degree,45.2,10.0,4,100,91.4,90.9,3.59,0.239
STU0525,Male,18,Doctorate,37.8,6.2,4,67.2,62.5,62.7,2.74,0.219
STU0526,Male,15,Doctorate,29.8,9.5,4,57.7,49.7,68.4,2.18,0.176
STU0527,Male,16,Bachelor's Degree,11.6,7.8,4,57.9,52.4,64.1,2.42,0.236
STU0528,Female,15,Some College,41.5,5.1,4,91.2,85.7,85.6,3.31,0.145
STU0529,Male,15,Master's Degree,55.5,5.3,2,100,100,100,4.0,0.138
STU0530,Male,16,High School,10.0,11.9,3,50.8,46.9,63.3,1.64,0.074
STU0531,Male,99,High School,39.3,10.8,1,75.2,77.9,79.1,2.97,0.205
STU0532,Male,17,Master's Degree,7.9,3.8,2,,56.3,55.1,2.14,0.132
STU0533,Male,17,High School,0.6,3.4,0,43.4,45.0,38.6,1.78,0.173
STU0534,Female,16,Doctorate,59.7,12.0,0,95.9,90.6,94.9,3.65,0.172
STU0535,Male,16,Bachelor's Degree,17.9,8.6,3,66.9,78.7,66.6,2.73,0.048
STU0536,Female,17,High School,27.4,7.3,2,62.8,69.9,63.9,2.71,0.175
STU0537,Male,16,Master's Degree,36.0,3.3,3,81.1,77.4,65.1,2.9,0.013
STU0538,Female,14,Doctorate,27.3,8.0,1,59.7,60.1,69.4,2.64,0.049
STU0539,Female,18,Bachelor's Degree,30.3,11.3,2,69.9,60.7,77.1,2.9,0.162
STU0540,Male,15,Doctorate,46.8,11.9,4,82.0,,82.0,2.93,0.156
STU0541,Male,18,Doctorate,57.8,7.4,1,89.8,93.6,92.1,3.6,0.041
STU0542,Female,14,Bachelor's Degree,9.2,7.3,1,77.2,73.8,73.7,3.0,0.069
STU0543,Female,18,Bachelor's Degree,45.4,8.1,2,68.2,78.4,69.8,2.65,0.238
STU0544,Female,18,Master's Degree,35.9,6.3,2,64.9,75.2,73.9,2.89,0.149
STU0545,Male,16,Doctorate,23.8,3.4,4,48.6,58.8,48.6,1.84,0.052
STU0546,Female,14,Doctorate,??,11.4,2,59.2,60.6,74.8,2.6,0.004
STU0547,Male,14,Some College,52.7,9.2,1,80.7,71.4,73.7,3.41,0.095
STU0548,Male,17,Doctorate,8.3,9.6,0,44.9,42.0,41.8,1.78,0.067
STU0549,Male,15,Doctorate,22.3,10.0,3,80.9,70.7,88.9,3.14,0.065
STU0550,Female,14,Master's Degree,52.6,7.4,0,78.5,77.4,78.1,3.13,0.169
STU0551,Female,18,High School,31.7,7.9,1,78.7,76.3,75.3,,0.026
STU0552,Male,17,High School,46.7,9.4,1,75.6,82.0,74.4,3.37,0.105
STU0553,Female,16,Some College,13.6,3.4,0,22.5,21.5,35.7,1.0,0.231
STU0554,Female,15,Some College,56.2,9.9,1,83.6,85.9,91.0,3.35,0.03
STU0555,Male,15,Doctorate,35.2,5.8,0,66.0,78.5,80.8,3.04,0.107
STU0556,Male,18,Bachelor's Degree,27.1,10.4,3,75.8,76.4,76.9,3.06,0.055
STU0557,Female,14,Bachelor's Degree,23.5,4.9,2,47.0,31.9,51.7,1.82,0.019
STU0558,Female,15,Some College,28.6,9.7,3,49.7,51.9,48.4,2.1,0.032
STU0559,Male,18,Master's Degree,0.4,8.3,3,64.5,69.4,65.8,2.7,0.124
STU0560,Male,17,Master's Degree,53.9,7.9,2,83.8,92.7,91.4,3.37,0.057
STU0561,Female,16,,9.2,6.8,2,49.6,52.0,47.1,2.1,0.159
STU0562,Female,18,Doctorate,49.1,12.0,3,79.3,72.7,87.3,3.16,0.082
STU0563,Male,15,Some College,44.1,10.1,4,72.2,66.5,84.9,2.6,0.249
STU0564,Male,15,Bachelor's Degree,53.7,8.6,2,100,100,100,4.0,0.113
STU0565,Male,14,Bachelor's Degree,192.3,6.8,0,37.4,42.0,48.5,1.29,0.087
STU0566,Female,18,Bachelor's Degree,38.1,4.9,0,50.1,63.6,52.9,2.44,0.01
STU0567,Female,16,Bachelor's Degree,20.7,3.9,3,75.2,76.9,78.0,2.62,0.248
STU0568,Male,17,High School,4.0,5.1,4,38.3,40.6,52.3,1.74,0.157
STU0569,Female,14,High School,39.0,7.4,,81.7,87.6,83.6,3.88,0.246
STU0570,Male,18,High School,58.6,3.7,2,69.8,77.3,86.1,3.33,0.185
STU0571,Male,16,Doctorate,49.2,4.6,2,70.4,84.3,78.5,3.1,0.095
STU0572,,18,Doctorate,35.0,3.7,2,77.4,74.7,82.6,2.96,0.163
STU0573,Male,14,High School,44.9,5.7,1,76.0,83.2,79.9,3.54,0.228
STU0574,Female,14,Doctorate,20.2,9.8,0,65.2,71.3,72.5,2.57,0.125
STU0575,Male,14,Some College,30.1,8.6,4,54.7,50.7,53.7,2.25,0.24
STU0576,Male,15,,1.3,3.4,2,35.8,25.3,34.5,1.04,0.06
STU0577,Female,17,Bachelor's Degree,5.4,4.8,2,47.7,51.8,39.4,1.9,0.14
STU0578,Female,17,Some College,53.1,9.5,4,68.8,61.1,58.7,2.45,0.027
STU0579,Male,4,High School,23.7,9.9,3,58.0,58.4,66.1,2.32,0.051
STU0580,Male,18,Master's Degree,40.9,9.0,1,86.5,80.6,79.1,3.27,0.101
STU0581,Female,18,Some College,58.6,9.2,0,97.8,87.5,97.6,3.8,0.039
STU0582,Male,17,Doctorate,20.8,8.7,1,,74.0,72.8,2.83,0.044
STU0583,Female,16,Master's Degree,42.3,,1,77.8,85.7,88.6,3.44,0.085
STU0584,Female,17,Some College,9.4,5.5,1,37.5,43.4,29.5,1.35,0.154
STU0585,Male,17,Some College,50.5,9.9,1,58.6,73.9,66.4,2.8,0.117
STU0586,Male,18,Doctorate,4.9,10.7,3,51.2,45.7,52.1,1.64,0.015
STU0587,Male,99,High School,13.7,3.7,4,51.8,36.8,34.6,1.54,0.247
STU0588,Male,18,Bachelor's Degree,31.0,10.2,0,60.2,59.6,61.4,2.22,0.058
STU0589,Female,14,Doctorate,47.2,8.2,3,93.2,92.2,93.0,3.99,0.164
STU0590,Male,14,Some College,59.5,8.5,0,93.7,100,89.0,3.69,0.226
STU0591,Male,14,Some College,7.1,6.5,3,53.1,50.1,65.4,2.49,0.178
STU0592,Female,14,High School,16.2,6.3,2,52.9,48.1,45.0,2.21,0.078
STU0593,Female,18,Doctorate,37.5,,2,80.8,75.2,80.1,3.38,0.035
STU0594,Female,16,Some College,51.7,3.4,4,86.5,,84.2,3.52,0.198
STU0595,Male,16,Doctorate,7.8,5.8,3,51.9,60.0,50.1,2.16,0.077
STU0596,Male,17,Master's Degree,58.7,9.8,2,91.1,96.4,88.5,3.67,0.182
STU0597,Male,18,Some College,50.7,10.3,2,86.1,86.4,75.9,2.78,0.174
STU0598,Female,17,Master's Degree,35.8,7.8,2,70.5,69.9,70.7,2.66,0.203
STU0599,Female,14,Bachelor's Degree,0.1,5.8,4,59.6,50.2,65.9,2.27,0.098
STU0600,Male,15,High School,7.7,11.4,,62.7,49.6,57.8,2.24,0.154
STU0601,Male,15,Doctorate,30.5,6.4,3,90.1,96.9,76.7,3.67,0.089
STU0602,Male,15,Doctorate,37.0,10.3,1,85.3,90.3,92.2,3.69,0.244
STU0603,Female,17,Bachelor's Degree,40.5,3.8,1,67.3,53.5,62.0,9.5,0.085
STU0604,Female,17,Doctorate,5.3,3.8,2,52.6,45.1,46.1,1.88,0.023
STU0605,Male,17,Some College,36.6,6.2,3,70.1,74.8,77.6,2.93,0.133
STU0606,Female,18,Doctorate,11.2,8.4,4,40.7,34.7,46.3,1.56,0.22
STU0607,Male,16,Bachelor's Degree,42.1,10.4,2,85.6,87.5,83.7,3.23,0.099
STU0608,Male,17,Doctorate,3.6,10.2,4,37.3,32.8,38.1,1.31,0.023
STU0609,Female,18,Master's Degree,26.7,4.9,2,59.5,71.2,53.1,2.54,0.095
